# shelf	signal	detail   (reprobe_cvmissing.py, TOOLS_TODO 32; feed: next_batch.py --s2-file)
S19891	g	provider-missing: CV 43400 "Disney Movies The Graphic Novels" 2010 Disney 25 issues — far, found by 'Disney Movies The Graphic Novels' (via CV candidate name "Disney Movies The Graphic Novels"); invisible before TODO 30
S19893	g	provider-missing: CV 43029 "Spider-Man: The Vengeance of Venom" 2011 Marvel 1 issues — far (gap 9), found by 'Spider-Man: The Vengeance of Venom' (via CV candidate name "Spider-Man: The Vengeance of Venom"); invisible before TODO 30
S19893	g	provider-missing: CV 26777 "Spider-Man: The Venom Agenda" 1998 Marvel 1 issues — far (gap 22), found by 'Spider-Man: The Venom Agenda' (via CV candidate name "Spider-Man: The Venom Agenda"); invisible before TODO 30
S19900	g	S cv=-+provider-missing: CV 46273 "The Best of Drawn & Quarterly" 1993 Drawn & Quarterly 1 issues — far (gap 28), found by 'The Best of Drawn & Quarterly' (via CV candidate name "The Best of Drawn & Quarterly"); invisible before TODO 30
S19923	g	provider-missing: CV 74393 "A1 Presents: The Weirding Willows: What The Wild Things Are" 2014 Titan Comics 1 issues — near (gap 1), found by 'A1 Presents: The Weirding Willows: What The Wild Things Are' (via CV candidate name "A1 Presents: The Weirding Willows: What The Wild Things Are"); invisible before TODO 30
S19929	g	provider-missing: CV 76632 "Lady Rawhide: Sisters of the White Rose" 2014 Dynamite Entertainment 1 issues — far (gap 8), found by 'Lady Rawhide: Sisters of the White Rose' (via CV candidate name "Lady Rawhide: Sisters of the White Rose"); invisible before TODO 30
S19942	g	provider-missing: CV 85924 "Will Eisner: Champion of the Graphic Novel" 2015 Harry N. Abrams 1 issues — far (gap 11), found by 'Will Eisner: Champion of the Graphic Novel' (via CV candidate name "Will Eisner: Champion of the Graphic Novel"); invisible before TODO 30
S19942	g	provider-missing: CV 93927 "The Lost Work of Will Eisner" 2016 Locust Moon Press 1 issues — far (gap 12), found by 'The Lost Work of Will Eisner' (via CV candidate name "The Lost Work of Will Eisner"); invisible before TODO 30
S19944	g	provider-missing: CV 101258 "Catalyst Prime: The Event" 2017 Lion Forge Comics 1 issues — far (gap 2), found by 'Catalyst Prime: The Event' (via CV candidate name "Catalyst Prime: The Event"); invisible before TODO 30
S19948	g	provider-missing: CV 30818 "Wisdom: Rudiments of Wisdom" 2007 Marvel 1 issues — far (gap 40), found by 'Wisdom: Rudiments of Wisdom' (via CV candidate name "Wisdom: Rudiments of Wisdom"); invisible before TODO 30
S19959	g	provider-missing: CV 120528 "Night Witches at War: The Soviet Women Pilots of World War II" 2019 Capstone Press 1 issues — far (gap 4), found by 'Night Witches at War: The Soviet Women Pilots of World War II' (via CV candidate name "Night Witches at War: The Soviet Women Pilots of World War II"); invisible before TODO 30
S19964	g	provider-missing: CV 56745 "The Wonderful World of Marvel" 1976 New Media Publications 1 issues — far (gap 37), found by 'The Wonderful World of Marvel' (via CV candidate name "The Wonderful World of Marvel"); invisible before TODO 30
S19966	g	provider-missing: CV 138994 "The Era of Great Wonders" 2021 Source Point Press 1 issues — near (gap 1), found by 'The Era of Great Wonders' (via CV candidate name "The Era of Great Wonders"); invisible before TODO 30
S19966	g	provider-missing: CV 76909 "The Era of Great Wonders" 2014 Source Point Press 6 issues — far (gap 8), found by 'The Era of Great Wonders' (via CV candidate name "The Era of Great Wonders"); invisible before TODO 30
S19966	g	provider-missing: CV 64908 "The Wonders of Wire Rope" 1947 EC 1 issues — far (gap 75), found by 'The Wonders of Wire Rope' (via CV candidate name "The Wonders of Wire Rope"); invisible before TODO 30
S19976	g	provider-missing: CV 128485 "Wonderful World of Disney" 1975 IPC Magazines Ltd. 19 issues — far (gap 47), found by 'Wonderful World of Disney' (via CV candidate name "Wonderful World of Disney"); invisible before TODO 30
S19982	g	provider-missing: CV 130273 "The World of Thorgal: Kriss of Valnor" 2020 Europe Comics 8 issues — near (gap 0), found by 'The World of Thorgal: Kriss of Valnor' (via CV candidate name "The World of Thorgal: Kriss of Valnor"); invisible before TODO 30
S19982	g	provider-missing: CV 104339 "The World of Thorgal: The Young Years" 2017 Europe Comics 6 issues — far (gap 3), found by 'The World of Thorgal: The Young Years' (via CV candidate name "The World of Thorgal: The Young Years"); invisible before TODO 30
S19983	g	provider-missing: CV 116387 "Tom Clancy's The Division: Extremis Malis" 2019 Dark Horse Comics 3 issues — near (gap 0), found by 'Tom Clancy's The Division: Extremis Malis' (via CV candidate name "Tom Clancy's The Division: Extremis Malis"); invisible before TODO 30
S19983	g	provider-missing: CV 120327 "Tom Clancy's The Division: Extremis Malis" 2019 Dark Horse Comics 1 issues — near (gap 0), found by 'Tom Clancy's The Division: Extremis Malis' (via CV candidate name "Tom Clancy's The Division: Extremis Malis"); invisible before TODO 30
S19983	g	provider-missing: CV 140913 "Tom Clancy's The Division: Remission" 2022 Dark Horse Comics 1 issues — far (gap 3), found by 'Tom Clancy's The Division: Remission' (via CV candidate name "Tom Clancy's The Division: Remission"); invisible before TODO 30
S19987	g	provider-missing: CV 43400 "Disney Movies The Graphic Novels" 2010 Disney 25 issues — far (gap 14), found by 'Disney Movies The Graphic Novels' (via CV candidate name "Disney Movies The Graphic Novels"); invisible before TODO 30
S19991	g	provider-missing: CV 33068 "Sam and Twitch: The Writer" 2010 Image 4 issues — far (gap 10), found by 'Sam and Twitch: The Writer' (via CV candidate name "Sam and Twitch: The Writer"); invisible before TODO 30
S19991	g	provider-missing: CV 63889 "Sam and Twitch: The Writer" 2010 Image 1 issues — far (gap 10), found by 'Sam and Twitch: The Writer' (via CV candidate name "Sam and Twitch: The Writer"); invisible before TODO 30
S20023	g	provider-missing: CV 75941 "Female Force: Women of Europe" 2014 TidalWave Productions 1 issues — far (gap 6), found by 'Female Force: Women of Europe' (via CV candidate name "Female Force: Women of Europe"); invisible before TODO 30
S20036	g	provider-missing: CV 74782 "DC Entertainment Essential Graphic Novels and Chronology 2014" 2014 DC Comics 1 issues — near (gap 0), found by 'DC Entertainment Essential Graphic Novels and Chronology 2014' (via CV candidate name "DC Entertainment Essential Graphic Novels and Chronology 2014"); invisible before TODO 30
S20044	g	provider-missing: CV 72689 "They Found the Car" 2006 Fantagraphics 1 issues — far (gap 9), found by 'They Found the Car' (via CV candidate name "They Found the Car"); invisible before TODO 30
S20050	g	provider-missing: CV 72690 "They Call Me ... The Skul" 1996 Virtual Comics 3 issues — far, found by 'They Call Me ... The Skul' (via CV candidate name "They Call Me ... The Skul"); invisible before TODO 30
S20057	g	S cv=-+provider-missing: CV 158702 "All the Things We Didn't Do Last Night" 2024 Image 1 issues — far (gap 2), found by 'All the Things We Didn't Do Last Night' (via CV candidate name "All the Things We Didn't Do Last Night"); invisible before TODO 30
S20057	g	S cv=-+provider-missing: CV 120446 "Maker Comics: Create a Costume!" 2019 First Second Books 1 issues — far (gap 3), found by 'Maker Comics: Create a Costume!' (via CV candidate name "Maker Comics: Create a Costume!"); invisible before TODO 30
S20058	g	provider-missing: CV 37992 "Toys in the Basement" 2010 Fantagraphics 1 issues — far (gap 13), found by 'Toys in the Basement' (via CV candidate name "Toys in the Basement"); invisible before TODO 30
S20058	g	provider-missing: CV 64568 "Toys in the Basement Spook Preview" 2010 Fantagraphics 1 issues — far (gap 13), found by 'Toys in the Basement Spook Preview' (via CV candidate name "Toys in the Basement Spook Preview"); invisible before TODO 30
S20059	g	S cv=-+provider-missing: CV 110635 "Scout Comics Presents: The Mall" 2018 Scout Comics 1 issues — far (gap 4), found by 'Scout Comics Presents: The Mall' (via CV candidate name "Scout Comics Presents: The Mall"); invisible before TODO 30
S20080	g	provider-missing: CV 78023 "Thor: God of Thunder" 2014 Marvel 2 issues — far (gap 8), found by 'Thor: God of Thunder' (via CV candidate name "Thor: God of Thunder"); invisible before TODO 30
S20080	g	provider-missing: CV 53920 "Thor: God of Thunder" 2013 Marvel 25 issues — far (gap 9), found by 'Thor: God of Thunder' (via CV candidate name "Thor: God of Thunder"); invisible before TODO 30
S20080	g	provider-missing: CV 62466 "Thor: God of Thunder - The God Butcher" 2013 Marvel 1 issues — far (gap 9), found by 'Thor: God of Thunder - The God Butcher' (via CV candidate name "Thor: God of Thunder - The God Butcher"); invisible before TODO 30
S20080	g	provider-missing: CV 91312 "Thor: God of Thunder - The God Butcher" 2013 Marvel UK/Panini UK 1 issues — far (gap 9), found by 'Thor: God of Thunder - The God Butcher' (via CV candidate name "Thor: God of Thunder - The God Butcher"); invisible before TODO 30
S20080	g	provider-missing: CV 150787 "Thor: God of Thunder" ? Marmara Çizgi 2 issues — far, found by 'Thor: God of Thunder' (via CV candidate name "Thor: God of Thunder"); invisible before TODO 30
S20082	g	provider-missing: CV 57960 "Guardians of the Galaxy" 2013 Marvel 28 issues — near (gap 0), found by 'Guardians of the Galaxy' (via CV candidate name "Guardians of the Galaxy"); invisible before TODO 30
S20082	g	provider-missing: CV 84159 "Guardians of the Galaxy" 2014 Panini Verlag 7 issues — near (gap 1), found by 'Guardians of the Galaxy' (via CV candidate name "Guardians of the Galaxy"); invisible before TODO 30
S20082	g	provider-missing: CV 81904 "Guardians of the Galaxy" 2015 Marvel 5 issues — far (gap 2), found by 'Guardians of the Galaxy' (via CV candidate name "Guardians of the Galaxy"); invisible before TODO 30
S20082	g	provider-missing: CV 85290 "Guardians of the Galaxy" 2015 Marvel 20 issues — far (gap 2), found by 'Guardians of the Galaxy' (via CV candidate name "Guardians of the Galaxy"); invisible before TODO 30
S20082	g	provider-missing: CV 116349 "Guardians of the Galaxy" 2015 Standaard Uitgeverij 5 issues — far (gap 2), found by 'Guardians of the Galaxy' (via CV candidate name "Guardians of the Galaxy"); invisible before TODO 30
S20082	g	provider-missing: CV 146623 "Guardians of the Galaxy" 2016 Panini Verlag 8 issues — far (gap 3), found by 'Guardians of the Galaxy' (via CV candidate name "Guardians of the Galaxy"); invisible before TODO 30
S20086	g	provider-missing: CV 22014 "Tales of Asgard" 1984 Marvel 1 issues — far (gap 25), found by 'Tales of Asgard' (via CV candidate name "Tales of Asgard"); invisible before TODO 30
S20086	g	provider-missing: CV 18656 "Tales of Asgard" 1968 Marvel 1 issues — far (gap 41), found by 'Tales of Asgard' (via CV candidate name "Tales of Asgard"); invisible before TODO 30
S20125	g	provider-missing: CV 109462 "Thor vs. Hulk: Champions of the Universe" 2018 Marvel 1 issues — near (gap 1), found by 'Thor vs. Hulk: Champions of the Universe' (own spelling); invisible before TODO 30
S20159	g	provider-missing: CV 95241 "Superman: The Final Days of Superman" 2016 DC Comics 1 issues — far (gap 7), found by 'Superman: The Final Days of Superman' (via CV candidate name "Superman: The Final Days of Superman"); invisible before TODO 30
S20162	g	provider-missing: CV 161640 "Through the Boughs: A Yuletide Offering" 2024 DSTLRY 1 issues — near (gap 0), found by 'Through the Boughs: A Yuletide Offering' (via CV candidate name "Through the Boughs: A Yuletide Offering"); invisible before TODO 30
S20228	g	provider-missing: CV 18533 "Timeslip: The Collection" 1998 Marvel 1 issues — far, found by 'Timeslip: The Collection' (via CV candidate name "Timeslip: The Collection"); invisible before TODO 30
S20228	g	provider-missing: CV 38674 "Avengers: The Coming of the Beast" 2011 Marvel 1 issues — far, found by 'Avengers: The Coming of the Beast' (via CV candidate name "Avengers: The Coming of the Beast"); invisible before TODO 30
S20232	g	provider-missing: CV 124377 "Two-Timing Fair and Square" 2020 Irodori Comics 1 issues — far (gap 4), found by 'Two-Timing Fair and Square' (via CV candidate name "Two-Timing Fair and Square"); invisible before TODO 30
S20336	g	provider-missing: CV 58661 "The Adventures of Tony Millionaire's Sock Monkey" 2000 Dark Horse Comics 1 issues — far (gap 11), found by 'The Adventures of Tony Millionaire's Sock Monkey' (via CV candidate name "The Adventures of Tony Millionaire's Sock Monkey"); invisible before TODO 30
S20341	g	S cv=-+provider-missing: CV 112733 "The Ghost Script: A Graphic Novel" 2018 Liveright 1 issues — far (gap 4), found by 'The Ghost Script: A Graphic Novel' (via CV candidate name "The Ghost Script: A Graphic Novel"); invisible before TODO 30
S20369	g	provider-missing: CV 76656 "Tomboy: A Graphic Memoir" 2014 Houghton Mifflin Harcourt 1 issues — far, found by 'Tomboy: A Graphic Memoir' (via CV candidate name "Tomboy: A Graphic Memoir"); invisible before TODO 30
S20369	g	provider-missing: CV 113459 "Rx: A Graphic Memoir" 2018 Warner Books 1 issues — far, found by 'Rx: A Graphic Memoir' (via CV candidate name "Rx: A Graphic Memoir"); invisible before TODO 30
S20369	g	provider-missing: CV 124411 "Spring Rain: A Graphic Memoir of Love, Madness, and Revolutions" 2020 Griffin Comics 1 issues — far, found by 'Spring Rain: A Graphic Memoir of Love, Madness, and Revolutions' (via CV candidate name "Spring Rain: A Graphic Memoir of Love, Madness, and Revolutions"); invisible before TODO 30
S20391	g	provider-missing: CV 93361 "The Transformers: Sins of the Wreckers" 2016 IDW Publishing 1 issues — far (gap 2), found by 'The Transformers: Sins of the Wreckers' (via CV candidate name "The Transformers: Sins of the Wreckers"); invisible before TODO 30
S20391	g	provider-missing: CV 31327 "The Transformers: Last Stand of the Wreckers" 2010 IDW Publishing 5 issues — far (gap 8), found by 'Transformers: Last Stand Of The Wreckers' (via CV candidate name "Transformers: Last Stand Of The Wreckers"); invisible before TODO 30
S20391	g	provider-missing: CV 42798 "Transformers: Last Stand Of The Wreckers" 2010 IDW Publishing 1 issues — far (gap 8), found by 'Transformers: Last Stand Of The Wreckers' (via CV candidate name "Transformers: Last Stand Of The Wreckers"); invisible before TODO 30
S20393	g	provider-missing: CV 88412 "Transformers: Robots In Disguise: A New Mission" 2016 IDW Publishing 1 issues — near (gap 1), found by 'Transformers Robots In Disguise A New Mission' (own spelling); invisible before TODO 30
S20408	g	provider-missing: CV 92009 "The Transformers: The IDW Collection Compendium" 2016 IDW Publishing 1 issues — far (gap 4), found by 'The Transformers: The IDW Collection Compendium' (via CV candidate name "The Transformers: The IDW Collection Compendium"); invisible before TODO 30
